text,stress_level,stress_score,age,gender
I feel calm and peaceful. Seeking help.,Low,11.99880220147422,60,M
Everything feels hopeless and I'm struggling daily. Need advice.,High,60.63764332099221,26,M
Work has been a bit overwhelming lately. Need advice.,Moderate,49.31035264705845,48,M
I feel exhausted and depressed all the time. I don't know what to do.,High,65.61463112877937,67,F
The stress is unbearable and I need immediate help.,Critical,99.06851465142111,27,M
I'm tired from work pressure. Need advice.,Moderate,45.6724548488686,66,F
I feel worried about several things. How can I improve this?,Moderate,49.56913344368568,67,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,97.18227504443324,38,M
I'm sleeping well and feeling energized.,Low,1.1691709190526922,61,Other
My mind keeps racing and I feel trapped. I don't know what to do.,High,69.77051642036443,25,F
I feel worried about several things. I don't know what to do.,Moderate,35.84805801453394,26,F
I'm enjoying my daily routine. Need advice.,Low,11.626990148994963,60,F
I'm having constant panic attacks and can't function. Seeking help.,Critical,96.77226425066667,31,M
The stress is unbearable and I need immediate help. Need advice.,Critical,83.95919080830996,41,Other
My mind keeps racing and I feel trapped. How can I improve this?,High,64.1249992795479,67,Other
I'm having panic attacks and anxiety episodes. Seeking help.,High,59.1677161973061,61,F
I'm having panic attacks and anxiety episodes. How can I improve this?,High,57.065640148787324,42,F
I feel calm and peaceful. Seeking help.,Low,9.300655386483072,51,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,90.08362413279383,61,M
Work has been a bit overwhelming lately.,Moderate,32.39880367715072,59,Other
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,39.048689902351,57,M
I'm sleeping well and feeling energized. Need advice.,Low,4.09096961553724,63,M
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,87.58176120251461,31,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,79.02133745373214,21,Other
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,33.674778516848555,40,F
I'm tired from work pressure. How can I improve this?,Moderate,36.87921227167135,19,M
I feel calm and peaceful. I don't know what to do.,Low,0.7396816712067866,31,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,77.75691820691418,18,F
Everything is going well at work. Seeking help.,Low,26.02856598567397,49,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,94.74171156951257,27,F
I'm sleeping well and feeling energized. Need advice.,Low,29.416209120940625,42,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,89.13847286549151,20,F
Life has been pretty manageable lately. Need advice.,Low,9.642638334350119,56,F
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,41.64242741639672,35,Other
I feel exhausted and depressed all the time. Need advice.,High,63.723466962966874,61,F
Everything is going well at work. I don't know what to do.,Low,3.376635220965473,18,F
I feel somewhat anxious about upcoming deadlines.,Moderate,30.84723863905564,52,M
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,46.55358814407081,69,M
I'm having constant panic attacks and can't function.,Critical,97.79479850916505,32,M
I'm constantly worried and can't focus on anything. Seeking help.,High,66.46810835568516,43,M
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,36.58547678280175,36,Other
I'm having trouble sleeping occasionally.,Moderate,46.41706609389327,65,F
I feel worried about several things.,Moderate,44.149239804437094,43,M
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,52.19016756126163,25,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,47.65228855327709,67,M
I'm constantly worried and can't focus on anything. Need advice.,High,56.76046026005609,47,Other
I'm having trouble sleeping occasionally. Seeking help.,Moderate,47.126003873942906,31,Other
I feel calm and peaceful.,Low,20.8490238181754,40,F
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,47.250020817861824,62,M
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,80.36350553008216,20,M
Everything is going well at work. Seeking help.,Low,24.726087346867633,32,M
I'm constantly worried and can't focus on anything. Need advice.,High,70.88987909019326,68,Other
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,80.57531603529695,20,F
Work has been a bit overwhelming lately.,Moderate,40.44147142274666,31,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,98.31114889212537,52,F
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,84.04499199657641,35,Other
Everything feels hopeless and I'm struggling daily. Seeking help.,High,73.12206108169231,43,F
Life has been pretty manageable lately. How can I improve this?,Low,19.613985280008503,23,Other
I'm enjoying my daily routine. Seeking help.,Low,1.9947238552429958,18,F
I'm tired from work pressure. How can I improve this?,Moderate,43.933680670302024,51,F
Everything feels hopeless and I'm struggling daily. Need advice.,High,66.81933286822769,21,M
I'm tired from work pressure. I don't know what to do.,Moderate,34.829284563984324,44,F
I'm having panic attacks and anxiety episodes. How can I improve this?,High,72.87195951543426,65,F
Everything feels hopeless and I'm struggling daily.,High,55.140122975978336,62,Other
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,31.170024657492718,30,F
The stress is overwhelming and affecting my health. Seeking help.,High,70.83517096700768,41,M
I'm sleeping well and feeling energized. Need advice.,Low,22.72446974220357,30,M
I'm tired from work pressure.,Moderate,37.02556744902283,66,F
I'm having constant panic attacks and can't function.,Critical,96.22841590402805,20,F
Everything is falling apart and I can't handle it anymore.,Critical,95.93906836690809,55,Other
I'm having panic attacks and anxiety episodes. How can I improve this?,High,52.02537232078161,32,F
I'm enjoying my daily routine. Seeking help.,Low,5.57705134668801,66,F
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,40.091539357856014,69,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,96.38340325755786,44,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,76.96772292856413,51,Other
I'm having trouble sleeping occasionally.,Moderate,48.81290686721047,33,M
I have severe anxiety and depression that won't go away.,Critical,96.77081553213375,45,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,35.010168717716695,40,F
I'm constantly worried and can't focus on anything.,High,70.68614339949033,44,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,35.438590749149746,67,Other
I'm having constant panic attacks and can't function.,Critical,77.50827633030171,19,M
I'm having panic attacks and anxiety episodes.,High,65.81665634545999,44,Other
My mind keeps racing and I feel trapped. Need advice.,High,74.77713345338398,64,F
I feel calm and peaceful. I don't know what to do.,Low,25.080209991670497,48,M
The stress is overwhelming and affecting my health. I don't know what to do.,High,54.8658508189464,21,Other
I'm enjoying my daily routine. Seeking help.,Low,0.6431959986933977,27,F
The stress is unbearable and I need immediate help.,Critical,91.04682771988591,64,Other
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,73.30764206862199,53,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,94.28874838219542,43,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,98.92221106582416,41,Other
I'm tired from work pressure. Need advice.,Moderate,38.89250480123086,57,Other
I'm constantly worried and can't focus on anything.,High,51.56062959206283,25,M
Work has been a bit overwhelming lately.,Moderate,31.85690173061241,42,F
I can't cope with the pressure anymore. How can I improve this?,High,55.86555667515705,21,F
I feel completely helpless and don't know what to do. Seeking help.,Critical,75.50085960193037,38,M
I'm having panic attacks and anxiety episodes. Need advice.,High,52.47261116342628,19,M
Sometimes I feel stressed but it's manageable.,Moderate,44.64196511602263,59,M
I'm constantly worried and can't focus on anything. How can I improve this?,High,61.184495565951686,59,Other
The stress is overwhelming and affecting my health. I don't know what to do.,High,57.39981562859917,57,F
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,36.22490505157194,34,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,48.777842947300385,58,F
Work has been a bit overwhelming lately.,Moderate,46.65711617235842,26,F
I'm having constant panic attacks and can't function.,Critical,88.49870568053461,33,F
I'm constantly worried and can't focus on anything. Need advice.,High,56.52087907009941,69,M
I feel good and relaxed today. Seeking help.,Low,20.287175559003327,24,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,81.43528075491764,62,F
I feel worried about several things. Seeking help.,Moderate,47.9168778093358,65,F
Life has been pretty manageable lately. I don't know what to do.,Low,17.65458491133078,53,F
Everything is going well at work. I don't know what to do.,Low,25.71291568679573,32,M
I have severe anxiety and depression that won't go away. Need advice.,Critical,95.3279447992245,54,M
Everything is going well at work. I don't know what to do.,Low,19.74987068769443,55,Other
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,47.44911262502616,65,F
I can't cope with the pressure anymore.,High,68.34221148189641,29,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,63.71799013957624,57,Other
I feel exhausted and depressed all the time. How can I improve this?,High,74.70169854902875,21,Other
I feel worried about several things.,Moderate,36.89747567386419,56,F
I feel good and relaxed today. I don't know what to do.,Low,28.544317585577808,63,M
I can't cope with the pressure anymore. I don't know what to do.,High,72.93257863660126,22,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,48.66945583895116,22,F
I'm having trouble sleeping occasionally. Seeking help.,Moderate,47.395184991353766,27,M
Everything is going well at work.,Low,7.873689089546709,27,F
Work is balanced and I have time for hobbies. Seeking help.,Low,8.730100902008447,38,F
Life has been pretty manageable lately. I don't know what to do.,Low,10.051475128154472,39,F
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,84.45429536132328,22,Other
I'm tired from work pressure. Seeking help.,Moderate,34.54252731183731,35,F
Work has been a bit overwhelming lately. How can I improve this?,Moderate,33.767895348009844,56,Other
Work is balanced and I have time for hobbies. Need advice.,Low,1.9677259399391145,49,M
I'm having trouble sleeping occasionally. Need advice.,Moderate,30.549857792635493,64,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,34.16770406512904,33,M
I'm tired from work pressure. How can I improve this?,Moderate,39.31263843118274,42,Other
I feel somewhat anxious about upcoming deadlines.,Moderate,30.53541171406256,45,F
I'm having trouble sleeping occasionally. Need advice.,Moderate,45.86883182744265,67,F
I feel good and relaxed today. Need advice.,Low,29.74523064835506,36,M
I'm having constant panic attacks and can't function.,Critical,91.53911420433514,24,M
I feel good and relaxed today. I don't know what to do.,Low,27.831968393490115,57,M
I feel completely helpless and don't know what to do.,Critical,80.64966914153732,57,Other
Everything is going well at work. I don't know what to do.,Low,16.6288563452627,51,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,83.01124825936903,53,Other
I feel calm and peaceful.,Low,21.91627894489737,48,Other
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,49.32507414480179,21,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,78.22959794521874,62,M
The stress is overwhelming and affecting my health. Need advice.,High,70.77836913509239,36,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,78.27890559913146,56,F
Work has been a bit overwhelming lately. Seeking help.,Moderate,37.80846652387783,39,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,35.36017967370447,68,M
I'm constantly worried and can't focus on anything. Seeking help.,High,66.96348110535939,65,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,77.53930359111654,34,F
I'm having panic attacks and anxiety episodes. Seeking help.,High,70.07324603435691,49,M
I feel exhausted and depressed all the time. How can I improve this?,High,62.86918435188608,42,M
I can't cope with the pressure anymore. Need advice.,High,63.90288853718033,24,M
I feel calm and peaceful. How can I improve this?,Low,28.194545623016264,33,Other
The stress is overwhelming and affecting my health. How can I improve this?,High,63.168743747018695,29,Other
Everything is going well at work. How can I improve this?,Low,29.05988739440213,41,M
Everything is going well at work. I don't know what to do.,Low,23.217751704166457,19,M
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,33.39426832789821,44,Other
I feel completely helpless and don't know what to do.,Critical,85.55013127114307,58,F
The stress is overwhelming and affecting my health. Need advice.,High,56.086350299294146,27,Other
I feel very anxious and unable to sleep because of work pressure.,High,54.96001823114291,55,M
I feel good and relaxed today. Seeking help.,Low,4.438642163219121,20,F
I feel good and relaxed today. Seeking help.,Low,26.572426011564968,68,Other
The stress is unbearable and I need immediate help. How can I improve this?,Critical,87.23180564744021,50,M
I feel worried about several things.,Moderate,30.671183632945024,66,Other
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,90.05385765316136,41,Other
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,32.407659295492394,48,Other
I feel exhausted and depressed all the time. I don't know what to do.,High,64.43279082920894,60,F
I'm enjoying my daily routine. Need advice.,Low,15.382094108556755,37,F
I'm sleeping well and feeling energized. Need advice.,Low,21.57589681540964,51,M
I feel exhausted and depressed all the time. Seeking help.,High,53.604081504358206,27,M
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,63.6684236995967,46,F
I'm enjoying my daily routine.,Low,25.58503719556432,62,F
Everything is going well at work. I don't know what to do.,Low,26.29056339081575,43,Other
Life has been pretty manageable lately.,Low,25.846928527498694,20,F
I feel worried about several things. I don't know what to do.,Moderate,42.31005706764998,45,M
I'm enjoying my daily routine. Need advice.,Low,9.457158852030634,34,F
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,82.53158494633406,40,F
I can't cope with the pressure anymore. I don't know what to do.,High,61.666522043004335,32,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,45.26038795631335,51,Other
I'm tired from work pressure. Seeking help.,Moderate,35.834477743607216,32,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,96.62922895358147,60,F
I feel a bit overwhelmed with responsibilities.,Moderate,35.321038448786894,64,F
I'm tired from work pressure. Seeking help.,Moderate,47.884756592710566,26,M
I'm enjoying my daily routine. I don't know what to do.,Low,23.61169961971099,44,F
I feel good and relaxed today. Seeking help.,Low,22.443307234798066,53,M
I'm having constant panic attacks and can't function.,Critical,95.1914900393695,41,M
I'm having trouble sleeping occasionally.,Moderate,35.00408974127084,63,F
I feel calm and peaceful. I don't know what to do.,Low,4.066230392725103,60,F
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,92.00142187137243,55,M
My mind keeps racing and I feel trapped. I don't know what to do.,High,58.14342556126081,65,F
I feel good and relaxed today. I don't know what to do.,Low,9.546203879882615,48,F
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,31.91610711573771,56,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,28.130977985822756,34,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,96.5217530888668,29,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,46.284217967657355,20,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,83.45269978149257,68,M
The stress is overwhelming and affecting my health. I don't know what to do.,High,55.392157847746766,67,F
I feel somewhat anxious about upcoming deadlines.,Moderate,46.38669248061237,54,Other
The stress is overwhelming and affecting my health. How can I improve this?,High,51.29777924172657,42,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,79.98646664710398,69,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,89.87138753657557,42,F
I feel calm and peaceful. I don't know what to do.,Low,23.94548968724529,48,F
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,40.55818395663137,25,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,33.4882108643283,45,F
Everything is going well at work. How can I improve this?,Low,3.6391411369549087,26,M
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,89.97475226577566,63,Other
Work is balanced and I have time for hobbies.,Low,0.2221037593467401,40,M
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,85.78612480770026,42,Other
I'm enjoying my daily routine. Need advice.,Low,3.8440512075157205,32,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,38.525618125090695,57,M
I'm enjoying my daily routine. Seeking help.,Low,4.391278160044711,40,Other
I'm having constant panic attacks and can't function.,Critical,90.02106064664785,50,M
Work has been a bit overwhelming lately. Need advice.,Moderate,40.485719667495026,36,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,82.64506456123696,57,M
I'm constantly worried and can't focus on anything. How can I improve this?,High,56.42786657510362,30,F
I can't cope with the pressure anymore. Need advice.,High,66.07946542174739,62,M
I'm enjoying my daily routine. Need advice.,Low,10.379174634210779,68,F
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,69.65001230193417,65,M
Everything is going well at work. I don't know what to do.,Low,0.5339399016284785,46,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,73.27571490693907,33,M
I'm enjoying my daily routine. I don't know what to do.,Low,3.6822016402386137,64,M
I'm having trouble sleeping occasionally. Seeking help.,Moderate,40.41969085016801,46,F
Work has been a bit overwhelming lately. Need advice.,Moderate,40.32657445017283,57,F
I'm sleeping well and feeling energized. Seeking help.,Low,17.466027022718624,69,M
Sometimes I feel stressed but it's manageable.,Moderate,45.16817060182566,38,M
I'm tired from work pressure.,Moderate,30.956221274049597,32,F
I'm having panic attacks and anxiety episodes. Seeking help.,High,54.6236334302933,61,Other
I'm constantly worried and can't focus on anything.,High,66.25808307793514,56,F
I have severe anxiety and depression that won't go away. Need advice.,Critical,79.58660634922121,42,M
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,81.08257190861508,28,M
Life has been pretty manageable lately. Seeking help.,Low,22.28559693343189,49,Other
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,33.795577868624484,48,Other
I feel good and relaxed today. Seeking help.,Low,23.613033976076213,25,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,85.04800467481691,42,F
The stress is overwhelming and affecting my health.,High,64.43498167832728,43,M
Work is balanced and I have time for hobbies. Need advice.,Low,27.921336669976306,22,M
I'm enjoying my daily routine. I don't know what to do.,Low,16.35707154976723,21,F
I have severe anxiety and depression that won't go away.,Critical,84.8716630786073,60,F
Everything is going well at work. Seeking help.,Low,11.902527773988052,65,Other
I can't sleep at all and feel like I'm falling apart.,Critical,92.06455424606533,30,Other
I'm sleeping well and feeling energized. How can I improve this?,Low,5.6804317088957585,20,M
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,59.97091537099389,20,Other
My mind keeps racing and I feel trapped. Seeking help.,High,69.76038125798026,29,Other
I'm having constant panic attacks and can't function.,Critical,97.79344270693383,55,M
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,41.474450967351515,24,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,92.27019060765171,22,M
I'm having panic attacks and anxiety episodes. Seeking help.,High,64.637851062027,59,Other
I'm sleeping well and feeling energized.,Low,1.9312465054511885,59,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,47.763558207567655,65,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,96.58362761307652,51,M
Work has been a bit overwhelming lately.,Moderate,33.056116186365664,26,F
I feel calm and peaceful. How can I improve this?,Low,2.33610192919099,66,Other
Everything feels hopeless and I'm struggling daily. Seeking help.,High,66.33579810435906,62,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,50.50776169583378,42,M
Work is balanced and I have time for hobbies. I don't know what to do.,Low,23.11468075503889,36,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,82.49782621192668,58,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,88.19609778850793,61,Other
Sometimes I feel stressed but it's manageable.,Moderate,30.004813394858047,64,M
I'm enjoying my daily routine.,Low,18.90787584252242,41,Other
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,79.67279911976439,55,M
I can't cope with the pressure anymore.,High,50.49699771743201,22,M
I feel worried about several things. Need advice.,Moderate,39.68091751920758,29,M
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,85.87363826018436,31,M
I feel exhausted and depressed all the time. I don't know what to do.,High,53.90793053498095,20,F
Everything is going well at work. Need advice.,Low,7.480569327201058,36,F
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,42.05459601015204,41,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,83.08668336826241,28,M
I feel good and relaxed today. Need advice.,Low,19.874906195528354,54,Other
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,49.58791460532479,42,M
Life has been pretty manageable lately.,Low,8.399626483622919,39,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,39.34348266704893,62,F
I'm tired from work pressure. How can I improve this?,Moderate,31.211045124825212,52,F
I'm having panic attacks and anxiety episodes. Need advice.,High,63.43394373067193,58,Other
My mind keeps racing and I feel trapped. Seeking help.,High,66.50006511436499,32,F
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,30.196162294279528,41,F
I feel calm and peaceful.,Low,9.603751487841336,36,Other
I'm constantly worried and can't focus on anything.,High,66.64454508859943,69,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,72.43517422980896,68,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,36.98165076530474,29,Other
The stress is overwhelming and affecting my health. I don't know what to do.,High,74.415392974814,32,M
I can't cope with the pressure anymore.,High,51.93233732876165,69,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,83.67917099185732,52,Other
The stress is unbearable and I need immediate help. Need advice.,Critical,90.68311173807928,56,M
I feel worried about several things. Need advice.,Moderate,46.26686658090217,60,Other
I feel exhausted and depressed all the time. Seeking help.,High,69.11000278473266,62,Other
I feel calm and peaceful. I don't know what to do.,Low,23.000934715004476,31,F
I'm tired from work pressure. Seeking help.,Moderate,38.083842683733614,35,Other
I feel good and relaxed today. Need advice.,Low,26.20108318948256,55,F
I feel exhausted and depressed all the time. Seeking help.,High,56.247329871684116,34,M
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,99.52379493381548,56,M
I'm constantly worried and can't focus on anything.,High,50.21936887654795,39,F
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,44.09793817909592,54,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,49.51786675791797,27,Other
I can't cope with the pressure anymore. How can I improve this?,High,61.65352869894535,32,F
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,31.91187472605395,30,Other
Everything is going well at work. I don't know what to do.,Low,29.866477942187075,52,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,46.543003910077545,64,F
I have severe anxiety and depression that won't go away.,Critical,95.79664675183012,24,Other
I have severe anxiety and depression that won't go away. Need advice.,Critical,95.73216693826285,40,Other
I feel completely helpless and don't know what to do.,Critical,83.96558517558123,49,F
I'm having panic attacks and anxiety episodes. How can I improve this?,High,69.26094520312446,24,M
Work is balanced and I have time for hobbies. Need advice.,Low,15.187177997914738,58,M
I feel completely helpless and don't know what to do.,Critical,75.69224716896939,62,F
The stress is overwhelming and affecting my health.,High,51.742693661724026,30,Other
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,69.20081135635206,18,F
Everything is going well at work. Need advice.,Low,16.009068937111277,66,F
The stress is overwhelming and affecting my health.,High,60.69965430531478,39,F
Work is balanced and I have time for hobbies. Need advice.,Low,14.94635060136731,25,F
I feel good and relaxed today.,Low,20.3540584951387,54,M
I'm having panic attacks and anxiety episodes. Need advice.,High,68.10243106930962,37,Other
Everything is going well at work. Seeking help.,Low,1.103811728916555,69,F
I'm having constant panic attacks and can't function. Need advice.,Critical,89.55926407895872,47,F
Life has been pretty manageable lately. I don't know what to do.,Low,11.14757522737605,44,F
Work is balanced and I have time for hobbies.,Low,13.226432928557402,32,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,99.68989436283202,32,F
Work is balanced and I have time for hobbies. Need advice.,Low,4.294941233327375,50,F
Everything is going well at work. Seeking help.,Low,12.657166686579615,53,Other
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,77.30175114272257,57,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,36.57666093762381,36,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,91.48992067647038,59,F
I'm enjoying my daily routine. Need advice.,Low,29.677687158451764,48,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,98.45636444287926,54,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,95.62597276558404,68,Other
Sometimes I feel stressed but it's manageable.,Moderate,30.712595907802786,36,Other
I can't cope with the pressure anymore.,High,53.728377696188446,24,Other
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,84.1503846897969,37,Other
I feel calm and peaceful. Need advice.,Low,15.122248405202651,61,M
The stress is unbearable and I need immediate help.,Critical,91.14527200128019,18,F
I'm sleeping well and feeling energized. Need advice.,Low,6.224319829694126,60,F
Work is balanced and I have time for hobbies. How can I improve this?,Low,24.183354529752147,58,M
Life has been pretty manageable lately.,Low,18.848383771956406,62,F
I feel completely helpless and don't know what to do.,Critical,79.93220771792672,42,F
Work has been a bit overwhelming lately. Seeking help.,Moderate,31.9892319490438,40,M
Life has been pretty manageable lately. How can I improve this?,Low,1.2041816449623055,41,M
Work has been a bit overwhelming lately. How can I improve this?,Moderate,47.945931770665894,56,Other
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,58.838705564086375,48,Other
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,70.09401737201199,30,Other
I have severe anxiety and depression that won't go away. Seeking help.,Critical,83.71744738404092,20,F
I feel a bit overwhelmed with responsibilities.,Moderate,33.36381568856509,38,M
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,47.20861336177085,38,F
I feel exhausted and depressed all the time. Seeking help.,High,68.50761976889954,39,F
I'm sleeping well and feeling energized. Need advice.,Low,1.2034973486554634,33,M
I'm having constant panic attacks and can't function. Need advice.,Critical,97.64888024373457,39,F
I feel completely helpless and don't know what to do. How can I improve this?,Critical,76.23962426310005,23,F
I can't cope with the pressure anymore. Seeking help.,High,72.87039939412452,32,M
Everything is going well at work. How can I improve this?,Low,11.387727412642029,40,Other
I can't sleep at all and feel like I'm falling apart.,Critical,75.99830473164023,42,F
Life has been pretty manageable lately. I don't know what to do.,Low,26.101439898191757,36,Other
I can't cope with the pressure anymore. Need advice.,High,66.92907191181183,47,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,30.99534393177151,48,M
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,72.1320707274225,34,Other
I feel somewhat anxious about upcoming deadlines.,Moderate,45.143332508250396,67,F
The stress is unbearable and I need immediate help. Need advice.,Critical,87.3727901194165,57,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,94.64067010719995,28,F
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,36.954795645918516,20,M
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,39.04278110244895,38,Other
I'm sleeping well and feeling energized.,Low,14.638729193722464,28,M
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,55.98661948836167,47,M
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,81.95449191770757,33,Other
I'm having panic attacks and anxiety episodes. Need advice.,High,68.86323347066855,21,M
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,96.26950956576705,27,F
I'm tired from work pressure.,Moderate,40.66653685505873,41,M
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,95.69177838922985,35,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,85.28779007248026,65,M
The stress is unbearable and I need immediate help.,Critical,85.82942622439718,30,Other
Life has been pretty manageable lately. Need advice.,Low,6.080646077350728,56,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,83.87354911223105,46,F
I feel calm and peaceful. I don't know what to do.,Low,17.78101913513698,45,Other
I feel worried about several things. Seeking help.,Moderate,48.71948169421449,18,M
I'm enjoying my daily routine.,Low,9.069801998186804,33,M
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,38.481043704289846,63,Other
I feel exhausted and depressed all the time. How can I improve this?,High,55.491113576281066,62,Other
I feel worried about several things. Seeking help.,Moderate,31.333035942560816,46,Other
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,32.81658334862229,19,M
I feel good and relaxed today. Seeking help.,Low,8.300098265372458,66,M
