text,stress_level,stress_score,age,gender,text_length,word_count,stress_level_encoded
the stress is overwhelming and affecting my health.,High,70.87423873702964,27,F,51,8,2
i'm tired from work pressure. seeking help.,Moderate,35.03576906693769,55,M,43,7,1
work is balanced and i have time for hobbies. seeking help.,Low,15.15173400811226,26,Other,59,11,0
the stress is overwhelming and affecting my health.,High,59.22206303889723,49,Other,51,8,2
i'm sleeping well and feeling energized.,Low,17.162994509148753,36,F,40,6,0
the stress is overwhelming and affecting my health. how can i improve this?,High,72.75865865771638,36,Other,75,13,2
i can't sleep at all and feel like i'm falling apart. need advice.,Critical,81.28782599191003,24,M,66,13,3
sometimes i feel stressed but it's manageable. need advice.,Moderate,30.988948733586945,25,F,59,9,1
i'm having constant panic attacks and can't function. i don't know what to do.,Critical,83.046165880033,68,M,78,14,3
life has been pretty manageable lately. need advice.,Low,21.3278891024365,32,F,52,8,0
i can't cope with the pressure anymore. need advice.,High,61.56408270784499,66,Other,52,9,2
i feel good and relaxed today. how can i improve this?,Low,9.540291144428943,26,M,54,11,0
i feel a bit overwhelmed with responsibilities.,Moderate,42.791241960679216,43,M,47,7,1
i feel somewhat anxious about upcoming deadlines.,Moderate,45.60518661840956,18,M,49,7,1
i feel exhausted and depressed all the time. seeking help.,High,71.5321583188691,43,Other,58,10,2
i'm having panic attacks and anxiety episodes. seeking help.,High,52.24034309988306,47,F,60,9,2
everything is falling apart and i can't handle it anymore. seeking help.,Critical,76.77516950556472,47,M,72,12,3
i feel calm and peaceful. i don't know what to do.,Low,22.763824281129388,69,M,50,11,0
i feel exhausted and depressed all the time.,High,58.3946645875709,68,F,44,8,2
i can't cope with the pressure anymore. how can i improve this?,High,70.48794796775178,28,M,63,12,2
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,83.01748212603307,40,M,67,13,3
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,37.63966939380607,36,F,70,12,1
i'm enjoying my daily routine. how can i improve this?,Low,22.49960953139926,44,F,54,10,0
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,89.2495704761329,37,Other,76,15,3
work is balanced and i have time for hobbies. seeking help.,Low,6.931084138411784,58,M,59,11,0
everything feels hopeless and i'm struggling daily. i don't know what to do.,High,60.85177704539951,43,F,76,13,2
work has been a bit overwhelming lately. seeking help.,Moderate,37.08531442655252,63,Other,54,9,1
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,96.40365375715716,48,M,82,15,3
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,30.19721456674279,62,M,73,12,1
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,36.42043052548934,64,Other,62,9,1
i feel worried about several things. need advice.,Moderate,42.5169333210122,26,F,49,8,1
i'm sleeping well and feeling energized. how can i improve this?,Low,16.432197284074107,53,F,64,11,0
life has been pretty manageable lately.,Low,6.318951668229028,18,M,39,6,0
work has been a bit overwhelming lately. seeking help.,Moderate,38.34695840608283,64,Other,54,9,1
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,36.96549230726383,45,M,62,9,1
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,97.78088538619232,42,Other,76,15,3
i feel a bit overwhelmed with responsibilities. how can i improve this?,Moderate,32.19565907340809,32,Other,71,12,1
my mind keeps racing and i feel trapped. how can i improve this?,High,67.85870688505511,35,F,64,13,2
everything feels hopeless and i'm struggling daily. seeking help.,High,55.49707474268373,19,M,65,9,2
i'm having trouble sleeping occasionally. how can i improve this?,Moderate,44.34527050715855,64,Other,65,10,1
i can't cope with the pressure anymore.,High,62.12638327389913,33,F,39,7,2
everything is going well at work. how can i improve this?,Low,20.62506278413248,36,M,57,11,0
i'm having constant panic attacks and can't function. need advice.,Critical,84.81112121356426,27,Other,66,10,3
the stress is unbearable and i need immediate help. how can i improve this?,Critical,84.55911494791778,69,Other,75,14,3
i'm constantly worried and can't focus on anything. i don't know what to do.,High,68.26592303157193,27,M,76,14,2
i have severe anxiety and depression that won't go away. need advice.,Critical,92.80295140835338,26,Other,69,12,3
i'm sleeping well and feeling energized.,Low,21.137580964000502,44,M,40,6,0
work is balanced and i have time for hobbies. how can i improve this?,Low,0.4194513891409424,36,Other,69,14,0
everything feels hopeless and i'm struggling daily.,High,73.76781874993407,58,Other,51,7,2
i'm tired from work pressure. i don't know what to do.,Moderate,48.49267355195406,25,M,54,11,1
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,93.13530307982428,19,F,76,15,3
work is balanced and i have time for hobbies. how can i improve this?,Low,26.35551627192047,49,Other,69,14,0
i feel very anxious and unable to sleep because of work pressure. how can i improve this?,High,53.32496467686598,67,Other,89,17,2
work is balanced and i have time for hobbies. seeking help.,Low,1.9501646823241887,36,Other,59,11,0
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,43.24371771423667,64,Other,66,11,1
i'm tired from work pressure.,Moderate,32.72504028112764,43,F,29,5,1
i feel somewhat anxious about upcoming deadlines. i don't know what to do.,Moderate,33.90845173276698,31,F,74,13,1
life has been pretty manageable lately. i don't know what to do.,Low,29.905466635782595,41,F,64,12,0
i'm enjoying my daily routine.,Low,13.672074420254544,21,Other,30,5,0
sometimes i feel stressed but it's manageable. need advice.,Moderate,42.07755979248176,67,M,59,9,1
i'm having constant panic attacks and can't function. need advice.,Critical,94.40379660264055,69,Other,66,10,3
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,33.30801809002718,50,F,70,12,1
i'm having constant panic attacks and can't function. how can i improve this?,Critical,91.41178793825412,56,M,77,13,3
my mind keeps racing and i feel trapped. i don't know what to do.,High,60.661095142857576,27,M,65,14,2
i feel somewhat anxious about upcoming deadlines. seeking help.,Moderate,42.93070197561465,63,Other,63,9,1
i feel somewhat anxious about upcoming deadlines. seeking help.,Moderate,33.72068122742557,58,M,63,9,1
i feel worried about several things.,Moderate,42.61559466209864,54,M,36,6,1
i have severe anxiety and depression that won't go away.,Critical,89.93373252444633,65,F,56,10,3
the stress is unbearable and i need immediate help. seeking help.,Critical,97.21866011879104,33,M,65,11,3
i'm tired from work pressure. seeking help.,Moderate,49.18087993742816,20,M,43,7,1
i feel very anxious and unable to sleep because of work pressure. i don't know what to do.,High,66.73327946756848,63,M,90,18,2
life has been pretty manageable lately. seeking help.,Low,25.88365637014172,26,M,53,8,0
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,43.43332114418941,18,F,66,11,1
i feel a bit overwhelmed with responsibilities. seeking help.,Moderate,30.371166730470517,66,F,61,9,1
i'm tired from work pressure. need advice.,Moderate,40.51372111839012,27,Other,42,7,1
i have severe anxiety and depression that won't go away. need advice.,Critical,76.59778302372852,61,F,69,12,3
i feel exhausted and depressed all the time. i don't know what to do.,High,66.10914251231418,42,Other,69,14,2
sometimes i feel stressed but it's manageable. need advice.,Moderate,44.11239608360288,49,Other,59,9,1
life has been pretty manageable lately. how can i improve this?,Low,6.050998878930763,59,F,63,11,0
i'm enjoying my daily routine. i don't know what to do.,Low,28.639125400801674,26,F,55,11,0
i feel exhausted and depressed all the time. seeking help.,High,58.57538691251492,58,F,58,10,2
i'm having panic attacks and anxiety episodes. need advice.,High,54.991216048900576,54,M,59,9,2
my mind keeps racing and i feel trapped. seeking help.,High,74.16023240308573,32,F,54,10,2
work has been a bit overwhelming lately. seeking help.,Moderate,40.4539452927674,47,F,54,9,1
i have severe anxiety and depression that won't go away. i don't know what to do.,Critical,91.876165557248,58,F,81,16,3
my mind keeps racing and i feel trapped. seeking help.,High,61.23239552240637,28,M,54,10,2
my mind keeps racing and i feel trapped. need advice.,High,62.7698007624721,39,F,53,10,2
i feel worried about several things.,Moderate,32.16291884674397,27,Other,36,6,1
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,80.12637733547089,35,Other,78,16,3
i feel exhausted and depressed all the time. seeking help.,High,68.6084210705425,38,Other,58,10,2
i feel worried about several things. how can i improve this?,Moderate,38.10204254094241,62,Other,60,11,1
i'm having trouble sleeping occasionally. how can i improve this?,Moderate,37.7458234735066,41,Other,65,10,1
the stress is overwhelming and affecting my health.,High,66.12096490050492,19,M,51,8,2
life has been pretty manageable lately. i don't know what to do.,Low,5.256070887721201,47,Other,64,12,0
i feel worried about several things.,Moderate,33.05774231295997,27,F,36,6,1
i feel good and relaxed today.,Low,24.010819609697887,59,Other,30,6,0
the stress is unbearable and i need immediate help. seeking help.,Critical,90.21895812823882,58,Other,65,11,3
sometimes i feel stressed but it's manageable. need advice.,Moderate,33.07237107008702,30,F,59,9,1
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,97.25287840774524,68,F,78,17,3
i feel calm and peaceful. i don't know what to do.,Low,18.27667988308064,47,F,50,11,0
i feel worried about several things. how can i improve this?,Moderate,39.62037559600924,66,F,60,11,1
i have severe anxiety and depression that won't go away. need advice.,Critical,95.12528247704309,68,M,69,12,3
i'm enjoying my daily routine. need advice.,Low,6.266666781445293,49,M,43,7,0
life has been pretty manageable lately. i don't know what to do.,Low,17.74290476697032,53,M,64,12,0
i'm having panic attacks and anxiety episodes. i don't know what to do.,High,58.09422439169916,28,M,71,13,2
i feel completely helpless and don't know what to do. need advice.,Critical,76.45334477567071,32,Other,66,12,3
the stress is unbearable and i need immediate help.,Critical,81.51389914966123,37,M,51,9,3
the stress is unbearable and i need immediate help. seeking help.,Critical,98.14351581103548,27,F,65,11,3
i feel exhausted and depressed all the time. seeking help.,High,66.52500747052133,68,M,58,10,2
i feel a bit overwhelmed with responsibilities. i don't know what to do.,Moderate,48.52316661051736,67,F,72,13,1
i feel calm and peaceful.,Low,5.838577629736955,39,Other,25,5,0
i feel calm and peaceful. i don't know what to do.,Low,22.204481810927724,63,Other,50,11,0
i feel exhausted and depressed all the time. how can i improve this?,High,67.60710674698188,23,F,68,13,2
my mind keeps racing and i feel trapped. i don't know what to do.,High,57.50563635619146,47,Other,65,14,2
i feel calm and peaceful. i don't know what to do.,Low,3.921795497018239,42,M,50,11,0
i feel completely helpless and don't know what to do.,Critical,90.36607047337216,32,M,53,10,3
i feel completely helpless and don't know what to do. need advice.,Critical,92.466424502031,56,F,66,12,3
i feel very anxious and unable to sleep because of work pressure. i don't know what to do.,High,53.44747054325835,36,Other,90,18,2
i'm enjoying my daily routine. need advice.,Low,28.459684731196944,40,Other,43,7,0
i'm constantly worried and can't focus on anything. how can i improve this?,High,58.92459230350282,46,F,75,13,2
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,96.51629718469042,46,F,80,15,3
work is balanced and i have time for hobbies. how can i improve this?,Low,21.083486314979247,69,M,69,14,0
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,30.679426426659017,18,Other,70,12,1
i'm tired from work pressure. how can i improve this?,Moderate,44.13638890020288,18,Other,53,10,1
everything is going well at work. seeking help.,Low,21.84946531481204,45,F,47,8,0
my mind keeps racing and i feel trapped. how can i improve this?,High,63.24776521402373,44,F,64,13,2
i feel exhausted and depressed all the time. seeking help.,High,56.48063717862895,58,F,58,10,2
i feel somewhat anxious about upcoming deadlines.,Moderate,30.80556325470776,32,M,49,7,1
life has been pretty manageable lately. seeking help.,Low,16.18044614522639,35,Other,53,8,0
i'm having panic attacks and anxiety episodes. seeking help.,High,64.98448055652754,51,M,60,9,2
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,81.79912769445207,39,Other,67,13,3
everything is going well at work. seeking help.,Low,6.642297293795696,38,Other,47,8,0
the stress is overwhelming and affecting my health. seeking help.,High,63.800809395996254,21,Other,65,10,2
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,82.50567778853465,51,Other,80,15,3
i'm tired from work pressure. how can i improve this?,Moderate,34.33886450814672,52,M,53,10,1
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,37.61770244217537,57,Other,73,12,1
i feel exhausted and depressed all the time.,High,69.2237616789849,62,Other,44,8,2
i'm having constant panic attacks and can't function. need advice.,Critical,86.76479539504459,32,Other,66,10,3
everything is falling apart and i can't handle it anymore. need advice.,Critical,95.65672874656453,21,F,71,12,3
i'm sleeping well and feeling energized. need advice.,Low,10.59072808075966,32,M,53,8,0
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,75.60279598315995,50,Other,78,16,3
i feel calm and peaceful. how can i improve this?,Low,28.59229768074064,61,M,49,10,0
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,88.22013045391915,54,M,67,13,3
i'm enjoying my daily routine. need advice.,Low,19.387575529715715,38,Other,43,7,0
i'm having panic attacks and anxiety episodes. how can i improve this?,High,66.08886167391049,31,F,70,12,2
work has been a bit overwhelming lately. need advice.,Moderate,35.762989780667496,59,F,53,9,1
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,86.17465725353544,48,F,76,15,3
i'm constantly worried and can't focus on anything. how can i improve this?,High,69.65251616519177,66,F,75,13,2
i'm having constant panic attacks and can't function.,Critical,90.50079019195589,51,M,53,8,3
i'm tired from work pressure.,Moderate,45.6418002924722,38,Other,29,5,1
work has been a bit overwhelming lately. seeking help.,Moderate,34.79189765930783,28,Other,54,9,1
life has been pretty manageable lately. how can i improve this?,Low,28.773927987837432,65,Other,63,11,0
i feel worried about several things. i don't know what to do.,Moderate,30.238089376957006,57,F,61,12,1
everything feels hopeless and i'm struggling daily. need advice.,High,55.63643466844147,65,Other,64,9,2
work is balanced and i have time for hobbies. how can i improve this?,Low,18.67456616118689,27,F,69,14,0
the stress is unbearable and i need immediate help. need advice.,Critical,84.30787019435662,33,M,64,11,3
i'm sleeping well and feeling energized.,Low,21.7140832989157,53,M,40,6,0
i'm constantly worried and can't focus on anything. need advice.,High,66.7825878273379,64,F,64,10,2
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,93.6103678508892,65,M,77,16,3
i feel exhausted and depressed all the time. how can i improve this?,High,56.62952187825808,28,M,68,13,2
i feel a bit overwhelmed with responsibilities. how can i improve this?,Moderate,40.24866465138631,30,M,71,12,1
i'm having panic attacks and anxiety episodes. seeking help.,High,74.69938302443425,48,F,60,9,2
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,77.99733467862184,33,F,77,16,3
i feel calm and peaceful. seeking help.,Low,1.153001784040908,40,M,39,7,0
i feel good and relaxed today. i don't know what to do.,Low,1.574765518590897,57,F,55,12,0
i feel somewhat anxious about upcoming deadlines. i don't know what to do.,Moderate,38.54315361402087,43,Other,74,13,1
everything is falling apart and i can't handle it anymore. need advice.,Critical,82.41778271321712,55,M,71,12,3
my mind keeps racing and i feel trapped.,High,69.89933108880753,18,Other,40,8,2
i'm having constant panic attacks and can't function. seeking help.,Critical,79.66865711493317,48,Other,67,10,3
my mind keeps racing and i feel trapped. need advice.,High,56.98606055589735,22,M,53,10,2
i'm enjoying my daily routine. seeking help.,Low,20.050956797712992,55,Other,44,7,0
i feel completely helpless and don't know what to do.,Critical,84.02749101566167,28,Other,53,10,3
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,97.54354190101606,18,M,67,13,3
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,37.9966491870041,25,M,62,9,1
the stress is overwhelming and affecting my health. how can i improve this?,High,60.958319390358845,61,Other,75,13,2
sometimes i feel stressed but it's manageable. seeking help.,Moderate,48.653638047210045,33,Other,60,9,1
work is balanced and i have time for hobbies. seeking help.,Low,26.003657944507257,52,Other,59,11,0
work is balanced and i have time for hobbies. i don't know what to do.,Low,22.840489686086773,68,F,70,15,0
everything is falling apart and i can't handle it anymore. i don't know what to do.,Critical,90.84330012644092,56,F,83,16,3
i feel calm and peaceful. seeking help.,Low,21.21361841833143,38,F,39,7,0
the stress is overwhelming and affecting my health. seeking help.,High,71.32863291396478,58,M,65,10,2
i feel good and relaxed today. i don't know what to do.,Low,12.30491307691912,21,F,55,12,0
everything is going well at work. need advice.,Low,21.73622022182944,31,M,46,8,0
the stress is unbearable and i need immediate help. seeking help.,Critical,92.71195632842088,40,Other,65,11,3
work has been a bit overwhelming lately.,Moderate,32.8511251426988,35,Other,40,7,1
everything feels hopeless and i'm struggling daily. need advice.,High,53.266220792416206,34,F,64,9,2
i'm having constant panic attacks and can't function.,Critical,92.11187754696196,58,F,53,8,3
i feel a bit overwhelmed with responsibilities.,Moderate,32.96695725837945,31,F,47,7,1
i'm enjoying my daily routine. seeking help.,Low,7.857877345446869,21,M,44,7,0
i feel worried about several things. i don't know what to do.,Moderate,41.31635985718936,35,Other,61,12,1
my mind keeps racing and i feel trapped. how can i improve this?,High,59.963592859134565,39,Other,64,13,2
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,32.308551214085355,47,M,73,12,1
i'm sleeping well and feeling energized. i don't know what to do.,Low,21.73375131028017,66,Other,65,12,0
my mind keeps racing and i feel trapped. need advice.,High,50.47180636476513,48,Other,53,10,2
everything is falling apart and i can't handle it anymore. i don't know what to do.,Critical,75.92951837353162,35,Other,83,16,3
i'm enjoying my daily routine.,Low,7.322837174778071,31,M,30,5,0
work has been a bit overwhelming lately. i don't know what to do.,Moderate,34.37960459783115,59,M,65,13,1
i feel worried about several things. need advice.,Moderate,35.45354104788963,46,F,49,8,1
everything is going well at work. i don't know what to do.,Low,9.402400945610104,35,F,58,12,0
i can't cope with the pressure anymore. seeking help.,High,58.74431142237696,53,M,53,9,2
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,75.27409132828858,27,Other,80,15,3
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,94.6966179896386,40,Other,82,15,3
everything feels hopeless and i'm struggling daily. seeking help.,High,58.07036244284608,57,M,65,9,2
i have severe anxiety and depression that won't go away. need advice.,Critical,95.8700666988625,53,Other,69,12,3
i can't cope with the pressure anymore.,High,62.21765420979005,24,M,39,7,2
i'm tired from work pressure.,Moderate,45.82976764689515,18,M,29,5,1
i'm enjoying my daily routine. need advice.,Low,27.766329775866705,52,F,43,7,0
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,44.08171337284671,50,F,66,11,1
i'm tired from work pressure.,Moderate,46.626481425705,21,Other,29,5,1
life has been pretty manageable lately. how can i improve this?,Low,13.46939322191519,37,M,63,11,0
i have severe anxiety and depression that won't go away.,Critical,99.07384883938325,32,Other,56,10,3
the stress is unbearable and i need immediate help. need advice.,Critical,97.5181452530996,39,Other,64,11,3
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,38.8783339609308,62,Other,60,9,1
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,37.86461395945755,46,F,66,11,1
everything feels hopeless and i'm struggling daily. how can i improve this?,High,63.05958263566838,57,F,75,12,2
i feel calm and peaceful. how can i improve this?,Low,6.916519472111005,51,M,49,10,0
the stress is unbearable and i need immediate help.,Critical,88.91796564332913,49,M,51,9,3
i feel a bit overwhelmed with responsibilities. seeking help.,Moderate,30.64239512135629,27,F,61,9,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,95.74893772890456,58,Other,80,15,3
i'm constantly worried and can't focus on anything. seeking help.,High,54.56657622142534,34,Other,65,10,2
i'm having constant panic attacks and can't function. how can i improve this?,Critical,95.72242779939694,45,Other,77,13,3
the stress is overwhelming and affecting my health. how can i improve this?,High,63.55510971798287,52,F,75,13,2
work has been a bit overwhelming lately. how can i improve this?,Moderate,41.471692139075785,46,F,64,12,1
i can't sleep at all and feel like i'm falling apart. need advice.,Critical,85.39258945712322,27,M,66,13,3
i can't cope with the pressure anymore. i don't know what to do.,High,62.24263485494995,31,F,64,13,2
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,99.93870554203104,32,Other,77,16,3
my mind keeps racing and i feel trapped.,High,52.73153891477144,58,Other,40,8,2
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,30.07073247406449,55,Other,66,11,1
i feel worried about several things. need advice.,Moderate,33.4821849506647,56,Other,49,8,1
work is balanced and i have time for hobbies. i don't know what to do.,Low,28.073905226863584,53,Other,70,15,0
work is balanced and i have time for hobbies.,Low,2.0843995465059573,35,F,45,9,0
i'm having trouble sleeping occasionally.,Moderate,46.7667564118677,34,F,41,5,1
life has been pretty manageable lately. need advice.,Low,3.783080879622279,59,F,52,8,0
my mind keeps racing and i feel trapped. i don't know what to do.,High,67.70368336496392,42,Other,65,14,2
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,86.26558562770423,42,M,76,15,3
everything is falling apart and i can't handle it anymore.,Critical,96.62977027765989,62,F,58,10,3
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,89.12031952715455,37,Other,78,17,3
i feel somewhat anxious about upcoming deadlines. i don't know what to do.,Moderate,35.073936599916216,48,F,74,13,1
i'm enjoying my daily routine. need advice.,Low,7.902108358675335,18,Other,43,7,0
life has been pretty manageable lately.,Low,24.251472937183483,36,Other,39,6,0
i'm sleeping well and feeling energized.,Low,4.547637357069584,46,F,40,6,0
i'm having panic attacks and anxiety episodes. how can i improve this?,High,70.27554223230567,47,F,70,12,2
i'm having constant panic attacks and can't function. how can i improve this?,Critical,90.98884565943278,31,Other,77,13,3
i feel completely helpless and don't know what to do. seeking help.,Critical,91.96783090538383,62,F,67,12,3
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,46.23427195441669,28,F,73,12,1
i'm sleeping well and feeling energized. seeking help.,Low,6.452144143951574,33,Other,54,8,0
i feel completely helpless and don't know what to do. need advice.,Critical,76.36968117312284,30,Other,66,12,3
the stress is overwhelming and affecting my health. need advice.,High,54.17750219414085,47,M,64,10,2
the stress is unbearable and i need immediate help. seeking help.,Critical,80.97466469389191,42,Other,65,11,3
work is balanced and i have time for hobbies. i don't know what to do.,Low,9.64109867222611,49,Other,70,15,0
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,35.48108414859095,41,Other,73,12,1
i'm having panic attacks and anxiety episodes. i don't know what to do.,High,51.7841753472345,49,M,71,13,2
work has been a bit overwhelming lately. need advice.,Moderate,35.63148571711061,23,M,53,9,1
life has been pretty manageable lately. how can i improve this?,Low,18.411365455626843,62,F,63,11,0
i'm tired from work pressure. need advice.,Moderate,40.09284875318113,63,F,42,7,1
work is balanced and i have time for hobbies.,Low,15.7919638759582,67,Other,45,9,0
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,41.60836331560294,46,M,66,11,1
everything feels hopeless and i'm struggling daily. need advice.,High,54.21301480359399,58,Other,64,9,2
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,49.972228540749086,58,F,60,9,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,82.63526327428788,69,M,80,15,3
i can't cope with the pressure anymore. seeking help.,High,50.71209526373179,58,Other,53,9,2
i feel good and relaxed today. i don't know what to do.,Low,11.903786443969596,31,F,55,12,0
i feel somewhat anxious about upcoming deadlines.,Moderate,41.57436021180476,19,F,49,7,1
i feel good and relaxed today. seeking help.,Low,22.457530410105985,46,Other,44,8,0
work has been a bit overwhelming lately.,Moderate,45.12143220443523,56,F,40,7,1
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,54.33045952967252,29,F,79,14,2
i'm having constant panic attacks and can't function. how can i improve this?,Critical,86.60666050714849,40,Other,77,13,3
i'm having constant panic attacks and can't function.,Critical,78.29824564384528,24,F,53,8,3
everything feels hopeless and i'm struggling daily. i don't know what to do.,High,53.70963445543694,30,F,76,13,2
i feel good and relaxed today. how can i improve this?,Low,17.97037911343837,52,M,54,11,0
i'm constantly worried and can't focus on anything.,High,60.221091543126704,30,M,51,8,2
i'm constantly worried and can't focus on anything. seeking help.,High,67.38517871473265,54,F,65,10,2
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,87.33610698206846,69,F,76,15,3
i'm having constant panic attacks and can't function. need advice.,Critical,79.81324788595349,59,M,66,10,3
everything is going well at work. seeking help.,Low,14.900318207331823,38,M,47,8,0
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,92.71447812662498,69,M,78,16,3
i'm having constant panic attacks and can't function. need advice.,Critical,82.31531818558663,36,M,66,10,3
i'm having trouble sleeping occasionally.,Moderate,49.88862005085527,38,F,41,5,1
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,88.3334528723143,49,M,67,13,3
work is balanced and i have time for hobbies. i don't know what to do.,Low,28.076138758933737,64,F,70,15,0
the stress is unbearable and i need immediate help. need advice.,Critical,92.35686866089657,62,Other,64,11,3
work is balanced and i have time for hobbies. need advice.,Low,13.425268970590198,34,F,58,11,0
work is balanced and i have time for hobbies. need advice.,Low,28.67585041124214,22,Other,58,11,0
i have severe anxiety and depression that won't go away. i don't know what to do.,Critical,80.53053785455748,22,M,81,16,3
the stress is unbearable and i need immediate help. seeking help.,Critical,80.4816425398145,26,M,65,11,3
i feel exhausted and depressed all the time. seeking help.,High,67.8047932063301,41,M,58,10,2
my mind keeps racing and i feel trapped. how can i improve this?,High,60.74640922778031,26,M,64,13,2
the stress is unbearable and i need immediate help. need advice.,Critical,99.79992522537128,20,M,64,11,3
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,86.91988059750958,21,M,78,16,3
i'm sleeping well and feeling energized. seeking help.,Low,8.334584841161417,21,F,54,8,0
i'm enjoying my daily routine. how can i improve this?,Low,4.81152401531014,52,F,54,10,0
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,79.84819550701701,25,Other,82,15,3
my mind keeps racing and i feel trapped. how can i improve this?,High,58.571718488185375,65,M,64,13,2
everything is falling apart and i can't handle it anymore. seeking help.,Critical,89.6658328243254,30,M,72,12,3
work is balanced and i have time for hobbies. i don't know what to do.,Low,7.300316504703691,47,F,70,15,0
work has been a bit overwhelming lately. i don't know what to do.,Moderate,48.39061257825665,24,Other,65,13,1
i'm having panic attacks and anxiety episodes.,High,52.33320300674566,57,F,46,7,2
i'm having panic attacks and anxiety episodes.,High,60.6610198823108,65,Other,46,7,2
i feel calm and peaceful.,Low,0.9170510204288972,25,Other,25,5,0
i feel a bit overwhelmed with responsibilities. i don't know what to do.,Moderate,47.61497154148379,69,Other,72,13,1
everything is falling apart and i can't handle it anymore.,Critical,83.91990639137336,18,M,58,10,3
my mind keeps racing and i feel trapped. need advice.,High,73.46155132811671,21,Other,53,10,2
i can't cope with the pressure anymore. how can i improve this?,High,65.74181629649718,33,Other,63,12,2
work has been a bit overwhelming lately.,Moderate,42.488498543687854,40,Other,40,7,1
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,78.46106586163852,58,M,77,16,3
i'm tired from work pressure.,Moderate,44.36475989962568,50,M,29,5,1
i'm constantly worried and can't focus on anything. need advice.,High,64.99260341276862,42,Other,64,10,2
i'm having constant panic attacks and can't function. need advice.,Critical,82.395334068784,21,Other,66,10,3
i'm constantly worried and can't focus on anything. need advice.,High,67.29702615459374,27,M,64,10,2
i feel exhausted and depressed all the time. need advice.,High,60.050211791271536,68,Other,57,10,2
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,80.68787407686612,46,M,82,15,3
i can't cope with the pressure anymore. i don't know what to do.,High,72.99008548553591,35,Other,64,13,2
the stress is unbearable and i need immediate help. seeking help.,Critical,81.07215591561973,55,Other,65,11,3
i'm tired from work pressure. seeking help.,Moderate,49.58841027355199,59,Other,43,7,1
work is balanced and i have time for hobbies. i don't know what to do.,Low,13.976139260891053,52,M,70,15,0
my mind keeps racing and i feel trapped. seeking help.,High,67.151828885568,44,M,54,10,2
i have severe anxiety and depression that won't go away. i don't know what to do.,Critical,92.6096519629344,63,F,81,16,3
i'm enjoying my daily routine. seeking help.,Low,7.188294960846159,69,Other,44,7,0
i'm enjoying my daily routine. how can i improve this?,Low,8.17339323326495,57,M,54,10,0
life has been pretty manageable lately. need advice.,Low,0.5919628700521584,51,Other,52,8,0
i'm having constant panic attacks and can't function. seeking help.,Critical,77.19882520921823,49,Other,67,10,3
i feel completely helpless and don't know what to do. need advice.,Critical,78.94567453249496,40,M,66,12,3
